measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Mongolia,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,34.80844723965496,73.61566813497556,12.026082463009779
DALYs (Disability-Adjusted Life Years),Mongolia,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,32.39719039884269,72.04223839664456,10.477908929177405
DALYs (Disability-Adjusted Life Years),Mongolia,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,99.26572373458504,213.3466026955501,32.67364307204756
DALYs (Disability-Adjusted Life Years),Mongolia,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,114.15643696360449,225.27380504237934,43.24314997691673
DALYs (Disability-Adjusted Life Years),Mongolia,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,128.22461941622404,293.1186209236873,27.986292635282226
DALYs (Disability-Adjusted Life Years),Mongolia,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,200.43081227909448,413.7911301436952,66.34835459308067
DALYs (Disability-Adjusted Life Years),Malta,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,3.4548943925718576,7.6116222680126455,1.1017304371938548
DALYs (Disability-Adjusted Life Years),Malta,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,5.030149809210335,10.215594036493975,1.872709506163028
DALYs (Disability-Adjusted Life Years),Malta,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,6.1410084372338405,12.833334934489741,2.0906672697317776
DALYs (Disability-Adjusted Life Years),Malta,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,11.618080894231948,22.69383888069898,4.543305876494719
DALYs (Disability-Adjusted Life Years),Malta,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,6.5544092099280205,14.09503297876924,1.898197684531438
DALYs (Disability-Adjusted Life Years),Malta,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,15.493203856502413,30.807319579833575,5.467155549397523
DALYs (Disability-Adjusted Life Years),Romania,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,96.88925375523534,209.30948607942494,30.588377879949444
DALYs (Disability-Adjusted Life Years),Romania,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,166.07523882418604,350.7966065877847,58.21665047286428
DALYs (Disability-Adjusted Life Years),Romania,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,265.15373387831124,525.0079395153725,92.75658630376397
DALYs (Disability-Adjusted Life Years),Romania,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,498.88583397786294,951.3422790517797,207.39427457694478
DALYs (Disability-Adjusted Life Years),Romania,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,295.9055821965041,625.9472529956804,83.01684421580596
DALYs (Disability-Adjusted Life Years),Romania,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,662.1123569004741,1308.3185418143878,226.49399361425307
DALYs (Disability-Adjusted Life Years),Slovakia,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,12.529337680334631,28.91131550260145,3.482959190454326
DALYs (Disability-Adjusted Life Years),Slovakia,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,28.90238219425728,62.39814372171729,10.35528827662105
DALYs (Disability-Adjusted Life Years),Slovakia,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,37.6508482692163,77.78996698649476,13.275486400106361
DALYs (Disability-Adjusted Life Years),Slovakia,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,94.03757428538248,181.18568434261167,35.98601965946304
DALYs (Disability-Adjusted Life Years),Slovakia,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,53.24025762420186,112.92554660183848,16.557144243656833
DALYs (Disability-Adjusted Life Years),Slovakia,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,163.92263051154296,328.6156770316995,53.39436401974054
DALYs (Disability-Adjusted Life Years),Cyprus,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,12.824011550720183,27.113636197361377,3.8150447682532
DALYs (Disability-Adjusted Life Years),Cyprus,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,23.698841583220773,48.42524532137078,8.868902573037472
DALYs (Disability-Adjusted Life Years),Cyprus,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,20.49732629416471,45.64734704143368,6.37442385391613
DALYs (Disability-Adjusted Life Years),Cyprus,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,46.72913750036421,94.8841280295715,17.77842210552914
DALYs (Disability-Adjusted Life Years),Cyprus,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,22.53733004454939,49.625451248775654,6.093184424793191
DALYs (Disability-Adjusted Life Years),Cyprus,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,61.68427124070283,124.82491330680465,20.255184347905733
DALYs (Disability-Adjusted Life Years),Dominican Republic,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,110.99139660039242,247.67632279024588,34.8285308161889
DALYs (Disability-Adjusted Life Years),Dominican Republic,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,261.2555586549111,544.8144706061664,90.03234495064602
DALYs (Disability-Adjusted Life Years),Dominican Republic,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,276.1478717115869,595.3003060287751,82.15570007587678
DALYs (Disability-Adjusted Life Years),Dominican Republic,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,875.6390908389711,1709.802763677795,316.1743890269922
DALYs (Disability-Adjusted Life Years),Dominican Republic,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,295.9312439527516,680.4034195605407,73.89833668467088
DALYs (Disability-Adjusted Life Years),Dominican Republic,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,1185.7812139355303,2395.5617559359644,342.6881491498468
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,83.21399314708559,188.92458193920504,25.82149113487506
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,113.3963616701553,256.6972433205307,36.73377347721757
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,303.0633336696565,640.4035602038525,96.20231697753515
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,563.8337041054402,1076.8947403728794,189.84476611454178
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,390.80310935718444,831.4975865401194,109.28088914447841
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,985.8334062319038,1953.6123915927205,255.21819084121572
DALYs (Disability-Adjusted Life Years),Latvia,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,13.866712579356994,28.6924199521261,4.982986011327149
DALYs (Disability-Adjusted Life Years),Latvia,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,18.857422792999927,38.47173264164121,6.918585768950876
DALYs (Disability-Adjusted Life Years),Latvia,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,35.4292889538235,69.08129175561801,12.44898989599936
DALYs (Disability-Adjusted Life Years),Latvia,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,54.286957107245854,99.73270511040795,23.04181667763946
DALYs (Disability-Adjusted Life Years),Latvia,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,52.62459334279287,113.51199644244971,12.845203273443735
DALYs (Disability-Adjusted Life Years),Latvia,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,96.58695565587625,180.45506876831988,36.002524563445654
DALYs (Disability-Adjusted Life Years),Turkmenistan,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,21.14514642227227,50.662335837189346,5.790590905566619
DALYs (Disability-Adjusted Life Years),Turkmenistan,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,22.14634389734608,49.666859064527834,6.943578127598664
DALYs (Disability-Adjusted Life Years),Turkmenistan,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,56.43297477498059,127.96483882588507,15.042050528419441
DALYs (Disability-Adjusted Life Years),Turkmenistan,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,79.05122439780105,160.16431235763397,27.015118341104294
DALYs (Disability-Adjusted Life Years),Turkmenistan,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,69.85322115611699,163.35693774381147,15.193597249365062
DALYs (Disability-Adjusted Life Years),Turkmenistan,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,143.7744262159946,305.72001981043326,39.28562103732737
DALYs (Disability-Adjusted Life Years),Sweden,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,72.22043053270417,154.84919505562056,24.17553733020029
DALYs (Disability-Adjusted Life Years),Sweden,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,213.23063774782062,423.17509259166104,89.77979121728521
DALYs (Disability-Adjusted Life Years),Sweden,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,170.9507092719754,354.1382589091879,54.968658012084816
DALYs (Disability-Adjusted Life Years),Sweden,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,574.772350512781,1043.7917731032126,242.07790382056984
DALYs (Disability-Adjusted Life Years),Sweden,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,233.79554054864573,493.69788360298924,64.98047296757868
DALYs (Disability-Adjusted Life Years),Sweden,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,997.3424206560225,1870.0449554708046,341.5651642032753
DALYs (Disability-Adjusted Life Years),Nicaragua,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,116.29309369549583,252.83787212564133,41.07549435748763
DALYs (Disability-Adjusted Life Years),Nicaragua,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,324.8299407961051,670.2161409809103,120.59491461695097
DALYs (Disability-Adjusted Life Years),Nicaragua,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,328.33798976635734,636.7383127241235,118.2983960849784
DALYs (Disability-Adjusted Life Years),Nicaragua,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,815.8425296520011,1491.9344211654247,326.7144019109953
DALYs (Disability-Adjusted Life Years),Nicaragua,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,416.0307906991463,847.1290756159812,115.47458309369742
DALYs (Disability-Adjusted Life Years),Nicaragua,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,926.0775521227353,1816.342035095118,316.9008392868554
DALYs (Disability-Adjusted Life Years),Japan,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,353.4715120413187,785.7812161993501,114.9991068054862
DALYs (Disability-Adjusted Life Years),Japan,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,355.31702325898965,733.0305560101958,141.31078406884438
DALYs (Disability-Adjusted Life Years),Japan,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,1253.5079586326458,2649.3585576335263,390.18912555665713
DALYs (Disability-Adjusted Life Years),Japan,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,2207.0832781899803,4134.450681778,841.9435771578493
DALYs (Disability-Adjusted Life Years),Japan,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,1629.6163805349718,3468.1139692848947,484.1855737531538
DALYs (Disability-Adjusted Life Years),Japan,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,4942.055552847391,9526.13487694322,1498.7104329509775
DALYs (Disability-Adjusted Life Years),Morocco,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,437.2759906243445,967.7806529477815,139.0752247775297
DALYs (Disability-Adjusted Life Years),Morocco,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,723.273436517066,1566.9251488845466,255.1808441494226
DALYs (Disability-Adjusted Life Years),Morocco,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,955.3149700182635,2069.7115427143203,306.35220809229907
DALYs (Disability-Adjusted Life Years),Morocco,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,2743.257053637837,5599.024149995325,861.0452808110267
DALYs (Disability-Adjusted Life Years),Morocco,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,1072.9720585677435,2272.9685843115867,330.4208394395417
DALYs (Disability-Adjusted Life Years),Morocco,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,4338.780311346424,8983.085371658584,982.4458300943114
DALYs (Disability-Adjusted Life Years),Egypt,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,4097.733012648933,7977.886993649003,1589.4628150193296
DALYs (Disability-Adjusted Life Years),Egypt,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,6108.106821987065,12397.950043019224,2366.947048131564
DALYs (Disability-Adjusted Life Years),Egypt,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,7733.585717705484,14926.359607179087,2854.434002982951
DALYs (Disability-Adjusted Life Years),Egypt,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,12833.759151185492,23782.667071262258,5200.92314914039
DALYs (Disability-Adjusted Life Years),Egypt,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,7155.8712351772465,14587.11966268861,1822.145467455643
DALYs (Disability-Adjusted Life Years),Egypt,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,13754.696337609026,26686.174398962863,4586.481631609664
DALYs (Disability-Adjusted Life Years),Paraguay,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,88.87252265097038,197.9678048016795,26.056194416573362
DALYs (Disability-Adjusted Life Years),Paraguay,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,299.4137080733869,655.6222629528927,104.09452148100544
DALYs (Disability-Adjusted Life Years),Paraguay,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,177.06874582998287,393.30403326100964,50.98010594934469
DALYs (Disability-Adjusted Life Years),Paraguay,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,614.3967630983033,1247.5506926065036,230.6651452037335
DALYs (Disability-Adjusted Life Years),Paraguay,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,167.69901480565483,373.373644976639,42.748345361985145
DALYs (Disability-Adjusted Life Years),Paraguay,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,625.6187083608737,1275.539540094556,205.7939783607061
DALYs (Disability-Adjusted Life Years),Belize,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,5.281333166107496,11.546759211575177,1.7474015880592848
DALYs (Disability-Adjusted Life Years),Belize,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,12.699180397692157,27.238942746191725,4.563853699732131
DALYs (Disability-Adjusted Life Years),Belize,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,13.126741217083765,28.495699809391567,4.165089396256613
DALYs (Disability-Adjusted Life Years),Belize,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,33.59417101674514,65.94758712166063,13.017424831357232
DALYs (Disability-Adjusted Life Years),Belize,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,13.26467754768664,28.522075059544047,3.6449850826572323
DALYs (Disability-Adjusted Life Years),Belize,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,37.39251779740718,75.79254502785253,12.2286312863821
DALYs (Disability-Adjusted Life Years),Bahamas,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,3.2135841739973823,7.041520965837788,1.0332162143683
DALYs (Disability-Adjusted Life Years),Bahamas,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,7.439882520979587,15.453780799956668,2.614209421262467
DALYs (Disability-Adjusted Life Years),Bahamas,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,6.635358907530025,14.327774159215553,2.0980778414891943
DALYs (Disability-Adjusted Life Years),Bahamas,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,20.54189233922839,40.81721549325701,7.277248266199771
DALYs (Disability-Adjusted Life Years),Bahamas,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,6.978788445563173,15.756396508789276,1.7558807732837662
DALYs (Disability-Adjusted Life Years),Bahamas,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,28.87660616885918,59.758884565715036,8.360680493626099
DALYs (Disability-Adjusted Life Years),Italy,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,428.85541677967245,875.9662065855757,145.79951535485134
DALYs (Disability-Adjusted Life Years),Italy,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,894.5042889633785,1753.5360830506309,361.8577470855534
DALYs (Disability-Adjusted Life Years),Italy,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,865.989240384219,1858.8177242662575,267.44850720702647
DALYs (Disability-Adjusted Life Years),Italy,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,2539.0951726803805,4734.709132414208,1011.0766983960611
DALYs (Disability-Adjusted Life Years),Italy,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,855.2024915544739,1903.0206329115051,231.46555398381705
DALYs (Disability-Adjusted Life Years),Italy,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,3659.936147391929,7092.454927055941,1169.517257229057
DALYs (Disability-Adjusted Life Years),Costa Rica,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,22.341366776064348,49.60432634367375,6.969570801775599
DALYs (Disability-Adjusted Life Years),Costa Rica,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,65.19626721964046,134.74291310975974,25.473802559030403
DALYs (Disability-Adjusted Life Years),Costa Rica,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,76.40233970373993,160.08160282103174,28.263856347433396
DALYs (Disability-Adjusted Life Years),Costa Rica,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,265.6042010768173,497.1412049793635,108.24441782669038
DALYs (Disability-Adjusted Life Years),Costa Rica,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,125.55552590764513,246.29815495502265,47.84499760206857
DALYs (Disability-Adjusted Life Years),Costa Rica,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,462.90967212760074,870.7872947460751,170.32016135149078
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,1.4677244149531679,3.0774429148768143,0.4806171615915382
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,2.58825911942079,5.298330251575585,0.9287299846313131
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,4.359295160036219,9.002517311664148,1.449797212942126
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,7.497699577254139,14.497350474648822,2.8395977286215044
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,4.845741069762038,10.604643625826865,1.184878334865921
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,9.150636741416658,17.898998846663467,2.660133225889857
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Male,10-14 years,Depressive disorders,All risk factors,Number,2017,254.5486559045747,556.3298924031859,77.8577870314463
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Female,10-14 years,Depressive disorders,All risk factors,Number,2017,553.600535480845,1205.4050715972346,195.75838032323028
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Male,15-19 years,Depressive disorders,All risk factors,Number,2017,748.684964439873,1597.4256447743496,253.87546789633632
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Female,15-19 years,Depressive disorders,All risk factors,Number,2017,1528.12537047292,2849.7470356670024,609.8393088565933
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Male,20-24 years,Depressive disorders,All risk factors,Number,2017,925.9953174988443,1945.1665210414606,289.29955066443245
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Female,20-24 years,Depressive disorders,All risk factors,Number,2017,1966.6683205897887,3909.8765517793972,702.840742105089
DALYs (Disability-Adjusted Life Years),Singapore,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,28.144823907417738,62.562941208606894,8.759644029944376
DALYs (Disability-Adjusted Life Years),Singapore,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,26.00452995781612,55.735420997142384,8.861657505712415
DALYs (Disability-Adjusted Life Years),Singapore,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,85.62019338272206,179.7720847684369,26.481307379543736
DALYs (Disability-Adjusted Life Years),Singapore,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,110.04963991848439,212.62659283704025,42.089706886088074
DALYs (Disability-Adjusted Life Years),Singapore,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,109.00852837735917,235.8564997823792,29.14096222870544
DALYs (Disability-Adjusted Life Years),Singapore,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,255.1488694513763,504.86590929545105,81.6441110194016
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Male,10-14 years,Depressive disorders,All risk factors,Number,2017,74.3492550799992,167.57650957909672,22.788719576109777
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Female,10-14 years,Depressive disorders,All risk factors,Number,2017,201.59234421868092,422.8421707090645,77.54197278439682
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Male,15-19 years,Depressive disorders,All risk factors,Number,2017,207.13208249941007,449.44792922293476,67.34449489015844
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Female,15-19 years,Depressive disorders,All risk factors,Number,2017,785.5967582177743,1451.071415386349,326.90923995111444
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Male,20-24 years,Depressive disorders,All risk factors,Number,2017,258.60182120188085,548.2518556542243,76.67284927701795
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Female,20-24 years,Depressive disorders,All risk factors,Number,2017,1293.6837273464985,2350.6872531576464,482.46952134446906
DALYs (Disability-Adjusted Life Years),Peru,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,173.7452776596212,404.9711539308652,52.669200434041265
DALYs (Disability-Adjusted Life Years),Peru,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,428.4343813148511,884.4749359668357,162.5269039672956
DALYs (Disability-Adjusted Life Years),Peru,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,384.24449126698175,844.1064263708508,108.86285451931035
DALYs (Disability-Adjusted Life Years),Peru,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,1258.6341396525486,2364.779353989177,490.3609862502173
DALYs (Disability-Adjusted Life Years),Peru,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,410.25290700012783,899.6379221501134,116.16307987962105
DALYs (Disability-Adjusted Life Years),Peru,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,1728.3179974595516,3228.752626634725,629.7499180534452
DALYs (Disability-Adjusted Life Years),Iraq,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,825.3037555518005,1801.621220591868,276.59451179794195
DALYs (Disability-Adjusted Life Years),Iraq,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,800.7833607392133,1789.2895560596028,282.97546435949215
DALYs (Disability-Adjusted Life Years),Iraq,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,1833.5401571607997,3836.7817348697918,581.9312452618469
DALYs (Disability-Adjusted Life Years),Iraq,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,2501.9779082152263,4975.652889679929,852.5587146397701
DALYs (Disability-Adjusted Life Years),Iraq,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,1890.403689281393,4130.714506148761,506.1501203035965
DALYs (Disability-Adjusted Life Years),Iraq,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,3479.408501567643,7282.738699506311,924.1926088035832
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,22.025865601593733,50.71709596947545,6.568279782947046
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,37.66877191527512,80.56374925301854,13.349502586865807
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,51.858747279602966,109.75309557977286,15.292648227649153
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,106.71200458785997,203.34882317160552,43.434475243942586
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,67.98572895150596,150.8189609108425,15.378348681528276
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,178.34915796892395,353.05589115346197,62.76332130826999
DALYs (Disability-Adjusted Life Years),Germany,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,931.5183605177875,1931.7760951755008,319.53963409853554
DALYs (Disability-Adjusted Life Years),Germany,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,1925.700890499907,3872.445392797554,778.6273772872177
DALYs (Disability-Adjusted Life Years),Germany,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,1990.9567476309758,4104.930552505385,660.4781808196552
DALYs (Disability-Adjusted Life Years),Germany,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,4933.178067454744,9160.833120164503,2110.988200143846
DALYs (Disability-Adjusted Life Years),Germany,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,2262.2036173699717,4721.726969636658,561.8888806335096
DALYs (Disability-Adjusted Life Years),Germany,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,6944.009255275788,12813.858199580667,2627.5582925950175
DALYs (Disability-Adjusted Life Years),Finland,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,84.49716137370919,177.90358732906978,30.357839604465777
DALYs (Disability-Adjusted Life Years),Finland,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,129.14499970481702,264.9882592463379,50.977150734617474
DALYs (Disability-Adjusted Life Years),Finland,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,174.5356721597867,373.0018433651112,56.69891341803144
DALYs (Disability-Adjusted Life Years),Finland,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,348.2287900921457,660.8516107972889,128.40632773555296
DALYs (Disability-Adjusted Life Years),Finland,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,200.86642687141915,422.42415903076676,55.457262065271614
DALYs (Disability-Adjusted Life Years),Finland,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,557.94451683026,1092.0322558300834,161.60348085460075
DALYs (Disability-Adjusted Life Years),Bulgaria,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,29.80751247050406,65.34645516677611,9.520174569819291
DALYs (Disability-Adjusted Life Years),Bulgaria,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,46.84103071919344,99.61412878935297,16.425385034106714
DALYs (Disability-Adjusted Life Years),Bulgaria,Male,15-19 years,Depressive disorders,All risk factors,Number,2017,77.17544997966215,159.0279407241904,26.960713188819824
DALYs (Disability-Adjusted Life Years),Bulgaria,Female,15-19 years,Depressive disorders,All risk factors,Number,2017,143.8191365353669,278.13362978205936,58.217147253017636
DALYs (Disability-Adjusted Life Years),Bulgaria,Male,20-24 years,Depressive disorders,All risk factors,Number,2017,91.3969897462474,197.1489734140289,23.769462048696994
DALYs (Disability-Adjusted Life Years),Bulgaria,Female,20-24 years,Depressive disorders,All risk factors,Number,2017,215.62826593993873,415.0779436658576,73.44624271455419
DALYs (Disability-Adjusted Life Years),Mexico,Male,10-14 years,Depressive disorders,All risk factors,Number,2017,644.6701143335298,1410.7696486953946,208.09843761404335
DALYs (Disability-Adjusted Life Years),Mexico,Female,10-14 years,Depressive disorders,All risk factors,Number,2017,2170.3477769192414,4534.386103902101,786.9258245803517
